location,title,company,salary,summary
"El Segundo, CA 90245",Guidance and Navigation Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Cypress, CA 90630",Clinical Laboratory Scientist (CLS),"    Consolidated Medical Bio-Analysis, Inc.",NA,"Performs quality assurance procedures and CAPA to ensure accurate reporting of clinical data. Under the general supervision of the Laboratory Manager, the..."
"Torrance, CA 90501",MARKET RESEARCH ANALYST,"    Prime Golf, Inc.",NA,"MARKET RESEARCH ANALYST: Research market conditions to determine potential sale of the company products. Bachelor's in Economics, Business admin, or related"
"West Hills, CA 91307","Scientist, Clinical Lab I - WD (Sun-Thurs, Day shift) West H...",        Quest Diagnostics,NA,"Provides on-going technical guidance to laboratory assistants, laboratory associates, and other Clinical Laboratory Scientists...."
"Brea, CA 92821",Senior Specialist Customer Technical Support,        Beckman Coulter,NA,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying..."
"Beverly Hills, CA 90210","Associate, Marketing Experimentation & Technology",        Netflix,NA,"As our emphasis on experimentation to support decision making in Marketing grows, we are looking for a talented team member to join the Marketing Planning &..."
"Los Angeles, CA",Immunogenetics Manager,        UCLA Health,NA,"All Clinical Laboratory Scientists may process specimens, perform waived and non-waived testing without direct and constant supervision, and report results..."
"Pasadena, CA",Research and Development Scientist,    Lighthouse Recruiting,NA,"Join our Medical Laboratory Scientists Groups:. The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information,..."
"El Segundo, CA 90245",MTS- Battery Test Engineer Specialist,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The candidate will provide engineering support as well as...
"El Segundo, CA 90245",Electro-Optical Systems Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Los Angeles, CA 90036","Assistant Editor, Post Production",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA 90036",Laboratory Assistant (AM),        OLYMPIA MEDICAL CENTER,NA,"Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following the rules set by CLIA and CA Bus...."
"Duarte, CA 91010",Clinical Lab Scientist (CLS) - Bone Marrow : Hematopathology...,        City Of Hope,NA,California Clinical Laboratory Scientist (CLS) License is required. The person in this role must demonstrate behavioral skills that contribute to a productive...
"Industry, CA 91748",MARKET RESEARCH ANALYST,"    J&R Products, LLC",NA,MARKET RESEARCH ANALYST: MBA deg. in Mrktng or the foreign deg equiv & 24 months exp in position of any mngr performs mrktng analysis. MAIL detailed rsum w
"Beverly Hills, CA",Senior UX Designer,        ADP,NA,Help define and drive the product and strategy Partner with engineering and product teams to wireframe and design features that are simple and practical yet...
"Los Angeles, CA 90036","Editor, News Curation",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA 90036",Education and Culture Coordinator,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"San Pedro, CA 90731",Laboratory Technician ( Per Diem - Night ),        Providence Health & Services,NA,"Providence Health & Services today celebrates unprecedented growth, recognition for top quality health care, a vibrant employee culture where new ideas are..."
"Los Angeles, CA",Immunogenetics Client Services Supervisor,        UCLA Health,NA,"Clinical Lab Scientist. Along with the clinical staff of the UIC, work with UCLA researchers or outside clients including academic, pharma, industry, and/or..."
"Fullerton, CA",Department Specialist - data entry and analysis,        Wollborg Michelson Recruiting,NA,Gathers data from various sources; Reviews and/or compares information/data and makes determinations within defined guidelines which may require creating...
"Los Angeles, CA 90036","News Video Producer, Entertainment News",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Covina, CA 91723",Laboratory Assistant,        Citrus Valley Health Partners,NA,
"Los Angeles, CA 90036",Internal Communications Specialist,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"El Segundo, CA 90245",AI Engineer (Machine Learning),    Eveear Tech,$75 a day,"Required Experience/ SkillsAI (Artificial intelligence)Machine learningH20, Apache spark, Ensemble, Chat botAny prior experience with Online automated chat..."
"Los Angeles, CA",Assistant Professor of Clinical Preventive Medicine,        USC,NA,"This multi-disciplinary department of behavioral scientists, epidemiologists, environmental health scientists, and biostatisticians has a long history of..."
"Pasadena, CA",Senior Environmental Project Manager,        SWCA Environmental Consultants,NA,"Responsibilities will include business development, project management, developing and implementing scientific studies, leading surveys, natural resource..."
"El Segundo, CA",Senior Design Engineer,    NBI Resources,NA,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problem...
"Los Angeles, CA 90036",Recruitment Coordinator (Los Angeles),        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Santa Fe Springs, CA",Clinical Laboratory Scientist Generalist,"    Physicians Automated Laboratory, Inc.",NA,Current 3 years’ experience as a Generalist Clinical Laboratory Scientist in one or more sections of the clinical laboratory is needed....
"El Segundo, CA 90245",Program Cost Analyst - Cost / Cost Research,    Crossroads Staffing Services,NA,Supporting and leading space system estimatesResearching and developing cost methodologiesPerforming risk analyses and generating associated...
"Terminal Island, CA",Nutritionist/Formulation Specialist,        The J. M. Smucker Company,NA,Keep current of new Companion Animal Nutrition findings (internal and published nutrition research) and to have the scientific Nutrition competency to be able...
"Los Angeles, CA 90036",Video Fellow,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Culver City, CA 90230",Engineering Operations Manager,    XPRIZE,NA,The Engineering Operations Manager will support the project in all areas relating to the day-to-day scientific and engineering operations of the competition....
